D:\Athul\Quant Development\Matching Engine>g++ matching_engine.cpp -o server.exe -lws2_32 && server.exe
1. Buy ID: 4,   Sell ID: 4,     Price: 101.25,  Quantity: 25,   Timestamp: Mon Jul 24 15:05:10 2023
21. Buy ID: 55,         Sell ID: 66,    Price: 100.5,   Quantity: 25,   Timestamp: Mon Jul 24 15:05:12 2023
22. Buy ID: 61,         Sell ID: 71,    Price: 102,     Quantity: 75,   Timestamp: Mon Jul 24 15:05:12 2023
23. Buy ID: 71,         Sell ID: 82,    Price: 100,     Quantity: 25,   Timestamp: Mon Jul 24 15:05:13 2023
24. Buy ID: 82,         Sell ID: 96,    Price: 101.25,  Quantity: 75,   Timestamp: Mon Jul 24 15:05:13 2023
25. Buy ID: 83,         Sell ID: 97,    Price: 101.75,  Quantity: 75,   Timestamp: Mon Jul 24 15:05:13 2023
26. Buy ID: 93,         Sell ID: 106,   Price: 101.5,   Quantity: 50,   Timestamp: Mon Jul 24 15:05:14 2023
27. Buy ID: 92,         Sell ID: 107,   Price: 100.75,  Quantity: 100,  Timestamp: Mon Jul 24 15:05:14 2023
28. Buy ID: 122,        Sell ID: 130,   Price: 100,     Quantity: 25,   Timestamp: Mon Jul 24 15:05:14 2023
29. Buy ID: 142,        Sell ID: 144,   Price: 101,     Quantity: 75,   Timestamp: Mon Jul 24 15:05:15 2023
30. Buy ID: 143,        Sell ID: 145,   Price: 100.5,   Quantity: 25,   Timestamp: Mon Jul 24 15:05:15 2023
31. Buy ID: 149,        Sell ID: 152,   Price: 100,     Quantity: 25,   Timestamp: Mon Jul 24 15:05:15 2023
32. Buy ID: 148,        Sell ID: 152,   Price: 100,     Quantity: 25,   Timestamp: Mon Jul 24 15:05:15 2023
33. Buy ID: 154,        Sell ID: 155,   Price: 101.25,  Quantity: 50,   Timestamp: Mon Jul 24 15:05:15 2023
34. Buy ID: 156,        Sell ID: 156,   Price: 101.5,   Quantity: 25,   Timestamp: Mon Jul 24 15:05:15 2023
35. Buy ID: 157,        Sell ID: 157,   Price: 100.25,  Quantity: 75,   Timestamp: Mon Jul 24 15:05:15 2023
36. Buy ID: 173,        Sell ID: 178,   Price: 100.5,   Quantity: 25,   Timestamp: Mon Jul 24 15:05:16 2023
37. Buy ID: 173,        Sell ID: 177,   Price: 100.5,   Quantity: 25,   Timestamp: Mon Jul 24 15:05:16 2023
38. Buy ID: 174,        Sell ID: 180,   Price: 101,     Quantity: 25,   Timestamp: Mon Jul 24 15:05:16 2023
39. Buy ID: 180,        Sell ID: 189,   Price: 100.75,  Quantity: 25,   Timestamp: Mon Jul 24 15:05:16 2023
40. Buy ID: 185,        Sell ID: 192,   Price: 102,     Quantity: 50,   Timestamp: Mon Jul 24 15:05:16 2023
41. Buy ID: 190,        Sell ID: 195,   Price: 100,     Quantity: 25,   Timestamp: Mon Jul 24 15:05:16 2023
42. Buy ID: 192,        Sell ID: 200,   Price: 101.75,  Quantity: 25,   Timestamp: Mon Jul 24 15:05:17 2023
43. Buy ID: 195,        Sell ID: 201,   Price: 100,     Quantity: 75,   Timestamp: Mon Jul 24 15:05:17 2023
44. Buy ID: 201,        Sell ID: 202,   Price: 100.25,  Quantity: 25,   Timestamp: Mon Jul 24 15:05:17 2023
45. Buy ID: 207,        Sell ID: 200,   Price: 101.75,  Quantity: 25,   Timestamp: Mon Jul 24 15:05:17 2023
46. Buy ID: 214,        Sell ID: 208,   Price: 101,     Quantity: 50,   Timestamp: Mon Jul 24 15:05:17 2023
47. Buy ID: 231,        Sell ID: 230,   Price: 100.5,   Quantity: 25,   Timestamp: Mon Jul 24 15:05:18 2023
48. Buy ID: 232,        Sell ID: 231,   Price: 101.75,  Quantity: 75,   Timestamp: Mon Jul 24 15:05:18 2023
49. Buy ID: 235,        Sell ID: 235,   Price: 100.25,  Quantity: 75,   Timestamp: Mon Jul 24 15:05:18 2023
50. Buy ID: 238,        Sell ID: 238,   Price: 101,     Quantity: 25,   Timestamp: Mon Jul 24 15:05:18 2023
51. Buy ID: 241,        Sell ID: 240,   Price: 101.25,  Quantity: 25,   Timestamp: Mon Jul 24 15:05:18 2023
52. Buy ID: 242,        Sell ID: 245,   Price: 102,     Quantity: 25,   Timestamp: Mon Jul 24 15:05:18 2023
53. Buy ID: 243,        Sell ID: 249,   Price: 100.25,  Quantity: 25,   Timestamp: Mon Jul 24 15:05:18 2023
54. Buy ID: 247,        Sell ID: 257,   Price: 101,     Quantity: 25,   Timestamp: Mon Jul 24 15:05:18 2023
55. Buy ID: 252,        Sell ID: 260,   Price: 101.5,   Quantity: 50,   Timestamp: Mon Jul 24 15:05:18 2023
56. Buy ID: 257,        Sell ID: 262,   Price: 100.25,  Quantity: 75,   Timestamp: Mon Jul 24 15:05:19 2023
57. Buy ID: 259,        Sell ID: 266,   Price: 102,     Quantity: 25,   Timestamp: Mon Jul 24 15:05:19 2023
58. Buy ID: 259,        Sell ID: 267,   Price: 102,     Quantity: 75,   Timestamp: Mon Jul 24 15:05:19 2023
59. Buy ID: 261,        Sell ID: 268,   Price: 100.5,   Quantity: 50,   Timestamp: Mon Jul 24 15:05:19 2023
60. Buy ID: 268,        Sell ID: 275,   Price: 100,     Quantity: 25,   Timestamp: Mon Jul 24 15:05:19 2023
61. Buy ID: 274,        Sell ID: 279,   Price: 101.75,  Quantity: 75,   Timestamp: Mon Jul 24 15:05:19 2023
62. Buy ID: 282,        Sell ID: 287,   Price: 101.5,   Quantity: 25,   Timestamp: Mon Jul 24 15:05:19 2023
63. Buy ID: 288,        Sell ID: 286,   Price: 101.25,  Quantity: 25,   Timestamp: Mon Jul 24 15:05:19 2023
64. Buy ID: 291,        Sell ID: 288,   Price: 101.5,   Quantity: 75,   Timestamp: Mon Jul 24 15:05:20 2023
65. Buy ID: 295,        Sell ID: 292,   Price: 100,     Quantity: 50,   Timestamp: Mon Jul 24 15:05:20 2023
66. Buy ID: 294,        Sell ID: 293,   Price: 100.5,   Quantity: 25,   Timestamp: Mon Jul 24 15:05:20 2023
67. Buy ID: 297,        Sell ID: 297,   Price: 100,     Quantity: 25,   Timestamp: Mon Jul 24 15:05:20 2023
68. Buy ID: 298,        Sell ID: 301,   Price: 101.5,   Quantity: 25,   Timestamp: Mon Jul 24 15:05:20 2023
69. Buy ID: 299,        Sell ID: 300,   Price: 101,     Quantity: 75,   Timestamp: Mon Jul 24 15:05:20 2023
70. Buy ID: 302,        Sell ID: 304,   Price: 100,     Quantity: 25,   Timestamp: Mon Jul 24 15:05:20 2023
71. Buy ID: 318,        Sell ID: 313,   Price: 100.75,  Quantity: 25,   Timestamp: Mon Jul 24 15:05:20 2023
72. Buy ID: 320,        Sell ID: 319,   Price: 100.75,  Quantity: 75,   Timestamp: Mon Jul 24 15:05:21 2023
73. Buy ID: 322,        Sell ID: 318,   Price: 101.5,   Quantity: 25,   Timestamp: Mon Jul 24 15:05:21 2023
74. Buy ID: 325,        Sell ID: 322,   Price: 101.75,  Quantity: 50,   Timestamp: Mon Jul 24 15:05:21 2023
75. Buy ID: 332,        Sell ID: 324,   Price: 101.5,   Quantity: 50,   Timestamp: Mon Jul 24 15:05:21 2023
76. Buy ID: 334,        Sell ID: 329,   Price: 102,     Quantity: 100,  Timestamp: Mon Jul 24 15:05:21 2023
77. Buy ID: 339,        Sell ID: 331,   Price: 101.75,  Quantity: 25,   Timestamp: Mon Jul 24 15:05:21 2023
78. Buy ID: 348,        Sell ID: 337,   Price: 100.5,   Quantity: 75,   Timestamp: Mon Jul 24 15:05:21 2023
79. Buy ID: 351,        Sell ID: 340,   Price: 100,     Quantity: 25,   Timestamp: Mon Jul 24 15:05:21 2023
80. Buy ID: 353,        Sell ID: 343,   Price: 101.75,  Quantity: 50,   Timestamp: Mon Jul 24 15:05:21 2023
81. Buy ID: 354,        Sell ID: 345,   Price: 101,     Quantity: 75,   Timestamp: Mon Jul 24 15:05:21 2023
82. Buy ID: 355,        Sell ID: 345,   Price: 101,     Quantity: 25,   Timestamp: Mon Jul 24 15:05:21 2023
83. Buy ID: 360,        Sell ID: 349,   Price: 100,     Quantity: 25,   Timestamp: Mon Jul 24 15:05:22 2023
84. Buy ID: 362,        Sell ID: 350,   Price: 100,     Quantity: 25,   Timestamp: Mon Jul 24 15:05:22 2023
85. Buy ID: 368,        Sell ID: 351,   Price: 101.5,   Quantity: 100,  Timestamp: Mon Jul 24 15:05:22 2023
86. Buy ID: 367,        Sell ID: 348,   Price: 100.5,   Quantity: 25,   Timestamp: Mon Jul 24 15:05:22 2023
87. Buy ID: 370,        Sell ID: 356,   Price: 100.75,  Quantity: 50,   Timestamp: Mon Jul 24 15:05:22 2023
88. Buy ID: 372,        Sell ID: 357,   Price: 101.5,   Quantity: 25,   Timestamp: Mon Jul 24 15:05:22 2023
89. Buy ID: 373,        Sell ID: 359,   Price: 100.75,  Quantity: 25,   Timestamp: Mon Jul 24 15:05:22 2023
90. Buy ID: 375,        Sell ID: 363,   Price: 100.5,   Quantity: 50,   Timestamp: Mon Jul 24 15:05:22 2023
91. Buy ID: 382,        Sell ID: 367,   Price: 101,     Quantity: 50,   Timestamp: Mon Jul 24 15:05:22 2023
92. Buy ID: 384,        Sell ID: 368,   Price: 102,     Quantity: 25,   Timestamp: Mon Jul 24 15:05:22 2023
93. Buy ID: 394,        Sell ID: 381,   Price: 100.75,  Quantity: 25,   Timestamp: Mon Jul 24 15:05:23 2023
94. Buy ID: 408,        Sell ID: 398,   Price: 101.25,  Quantity: 25,   Timestamp: Mon Jul 24 15:05:23 2023
95. Buy ID: 409,        Sell ID: 397,   Price: 102,     Quantity: 50,   Timestamp: Mon Jul 24 15:05:23 2023
96. Buy ID: 410,        Sell ID: 401,   Price: 101,     Quantity: 75,   Timestamp: Mon Jul 24 15:05:23 2023
97. Buy ID: 413,        Sell ID: 402,   Price: 101.25,  Quantity: 25,   Timestamp: Mon Jul 24 15:05:23 2023
98. Buy ID: 419,        Sell ID: 411,   Price: 101,     Quantity: 75,   Timestamp: Mon Jul 24 15:05:24 2023
99. Buy ID: 422,        Sell ID: 413,   Price: 101.25,  Quantity: 25,   Timestamp: Mon Jul 24 15:05:24 2023
100. Buy ID: 425,       Sell ID: 412,   Price: 100.25,  Quantity: 50,   Timestamp: Mon Jul 24 15:05:24 2023
101. Buy ID: 429,       Sell ID: 419,   Price: 101.75,  Quantity: 75,   Timestamp: Mon Jul 24 15:05:24 2023
Total Trades = 101
Engine Profit = 0
102. Buy ID: 432,       Sell ID: 423,   Price: 101,     Quantity: 25,   Timestamp: Mon Jul 24 15:05:24 2023
103. Buy ID: 434,       Sell ID: 422,   Price: 100,     Quantity: 75,   Timestamp: Mon Jul 24 15:05:24 2023
104. Buy ID: 433,       Sell ID: 425,   Price: 101.75,  Quantity: 100,  Timestamp: Mon Jul 24 15:05:24 2023
105. Buy ID: 438,       Sell ID: 427,   Price: 101.5,   Quantity: 50,   Timestamp: Mon Jul 24 15:05:24 2023
106. Buy ID: 445,       Sell ID: 431,   Price: 100.5,   Quantity: 25,   Timestamp: Mon Jul 24 15:05:24 2023
107. Buy ID: 452,       Sell ID: 438,   Price: 101.75,  Quantity: 25,   Timestamp: Mon Jul 24 15:05:24 2023
108. Buy ID: 458,       Sell ID: 444,   Price: 100.75,  Quantity: 25,   Timestamp: Mon Jul 24 15:05:25 2023
109. Buy ID: 465,       Sell ID: 451,   Price: 100.5,   Quantity: 25,   Timestamp: Mon Jul 24 15:05:25 2023
110. Buy ID: 469,       Sell ID: 453,   Price: 100,     Quantity: 100,  Timestamp: Mon Jul 24 15:05:25 2023
111. Buy ID: 476,       Sell ID: 466,   Price: 101.25,  Quantity: 25,   Timestamp: Mon Jul 24 15:05:25 2023
112. Buy ID: 478,       Sell ID: 473,   Price: 101.25,  Quantity: 50,   Timestamp: Mon Jul 24 15:05:25 2023
113. Buy ID: 482,       Sell ID: 476,   Price: 102,     Quantity: 50,   Timestamp: Mon Jul 24 15:05:26 2023
114. Buy ID: 491,       Sell ID: 482,   Price: 101,     Quantity: 50,   Timestamp: Mon Jul 24 15:05:26 2023
115. Buy ID: 490,       Sell ID: 484,   Price: 101.75,  Quantity: 100,  Timestamp: Mon Jul 24 15:05:26 2023
116. Buy ID: 489,       Sell ID: 483,   Price: 101.5,   Quantity: 25,   Timestamp: Mon Jul 24 15:05:26 2023
117. Buy ID: 488,       Sell ID: 483,   Price: 101.5,   Quantity: 25,   Timestamp: Mon Jul 24 15:05:26 2023
118. Buy ID: 487,       Sell ID: 483,   Price: 101.5,   Quantity: 50,   Timestamp: Mon Jul 24 15:05:26 2023
119. Buy ID: 492,       Sell ID: 482,   Price: 101,     Quantity: 25,   Timestamp: Mon Jul 24 15:05:26 2023
120. Buy ID: 493,       Sell ID: 486,   Price: 100.5,   Quantity: 50,   Timestamp: Mon Jul 24 15:05:26 2023
121. Buy ID: 505,       Sell ID: 504,   Price: 101,     Quantity: 25,   Timestamp: Mon Jul 24 15:05:26 2023
122. Buy ID: 511,       Sell ID: 507,   Price: 101.25,  Quantity: 25,   Timestamp: Mon Jul 24 15:05:27 2023
123. Buy ID: 512,       Sell ID: 512,   Price: 100.5,   Quantity: 50,   Timestamp: Mon Jul 24 15:05:27 2023
124. Buy ID: 515,       Sell ID: 516,   Price: 100.75,  Quantity: 50,   Timestamp: Mon Jul 24 15:05:27 2023
125. Buy ID: 517,       Sell ID: 515,   Price: 102,     Quantity: 25,   Timestamp: Mon Jul 24 15:05:27 2023
126. Buy ID: 525,       Sell ID: 523,   Price: 101.75,  Quantity: 50,   Timestamp: Mon Jul 24 15:05:27 2023
127. Buy ID: 525,       Sell ID: 526,   Price: 101.75,  Quantity: 25,   Timestamp: Mon Jul 24 15:05:27 2023
128. Buy ID: 536,       Sell ID: 533,   Price: 100,     Quantity: 50,   Timestamp: Mon Jul 24 15:05:27 2023
129. Buy ID: 543,       Sell ID: 538,   Price: 100.25,  Quantity: 75,   Timestamp: Mon Jul 24 15:05:28 2023
130. Buy ID: 544,       Sell ID: 537,   Price: 102,     Quantity: 75,   Timestamp: Mon Jul 24 15:05:28 2023
131. Buy ID: 545,       Sell ID: 539,   Price: 100.25,  Quantity: 25,   Timestamp: Mon Jul 24 15:05:28 2023
132. Buy ID: 552,       Sell ID: 543,   Price: 101,     Quantity: 50,   Timestamp: Mon Jul 24 15:05:28 2023
133. Buy ID: 556,       Sell ID: 554,   Price: 101,     Quantity: 50,   Timestamp: Mon Jul 24 15:05:28 2023
134. Buy ID: 557,       Sell ID: 556,   Price: 100,     Quantity: 25,   Timestamp: Mon Jul 24 15:05:28 2023
135. Buy ID: 558,       Sell ID: 558,   Price: 101,     Quantity: 50,   Timestamp: Mon Jul 24 15:05:28 2023
136. Buy ID: 555,       Sell ID: 559,   Price: 100.5,   Quantity: 75,   Timestamp: Mon Jul 24 15:05:28 2023
137. Buy ID: 554,       Sell ID: 559,   Price: 100.5,   Quantity: 25,   Timestamp: Mon Jul 24 15:05:28 2023
138. Buy ID: 554,       Sell ID: 562,   Price: 100.5,   Quantity: 25,   Timestamp: Mon Jul 24 15:05:28 2023
139. Buy ID: 559,       Sell ID: 563,   Price: 100,     Quantity: 50,   Timestamp: Mon Jul 24 15:05:28 2023
140. Buy ID: 565,       Sell ID: 570,   Price: 100.75,  Quantity: 75,   Timestamp: Mon Jul 24 15:05:28 2023
141. Buy ID: 567,       Sell ID: 571,   Price: 101.75,  Quantity: 25,   Timestamp: Mon Jul 24 15:05:28 2023
142. Buy ID: 582,       Sell ID: 585,   Price: 100.25,  Quantity: 25,   Timestamp: Mon Jul 24 15:05:29 2023
143. Buy ID: 591,       Sell ID: 594,   Price: 101,     Quantity: 25,   Timestamp: Mon Jul 24 15:05:29 2023
144. Buy ID: 592,       Sell ID: 596,   Price: 101.5,   Quantity: 25,   Timestamp: Mon Jul 24 15:05:29 2023
145. Buy ID: 597,       Sell ID: 600,   Price: 100.25,  Quantity: 25,   Timestamp: Mon Jul 24 15:05:29 2023
146. Buy ID: 598,       Sell ID: 607,   Price: 102,     Quantity: 50,   Timestamp: Mon Jul 24 15:05:30 2023
147. Buy ID: 601,       Sell ID: 610,   Price: 101,     Quantity: 50,   Timestamp: Mon Jul 24 15:05:30 2023
148. Buy ID: 606,       Sell ID: 614,   Price: 101.75,  Quantity: 25,   Timestamp: Mon Jul 24 15:05:30 2023
149. Buy ID: 613,       Sell ID: 620,   Price: 100.5,   Quantity: 50,   Timestamp: Mon Jul 24 15:05:30 2023
150. Buy ID: 615,       Sell ID: 622,   Price: 100.5,   Quantity: 25,   Timestamp: Mon Jul 24 15:05:30 2023
151. Buy ID: 623,       Sell ID: 635,   Price: 100.5,   Quantity: 25,   Timestamp: Mon Jul 24 15:05:30 2023
152. Buy ID: 623,       Sell ID: 634,   Price: 100.5,   Quantity: 75,   Timestamp: Mon Jul 24 15:05:30 2023
153. Buy ID: 628,       Sell ID: 640,   Price: 100.75,  Quantity: 50,   Timestamp: Mon Jul 24 15:05:31 2023
154. Buy ID: 631,       Sell ID: 642,   Price: 101,     Quantity: 25,   Timestamp: Mon Jul 24 15:05:31 2023
155. Buy ID: 631,       Sell ID: 641,   Price: 101,     Quantity: 25,   Timestamp: Mon Jul 24 15:05:31 2023
156. Buy ID: 631,       Sell ID: 639,   Price: 101,     Quantity: 50,   Timestamp: Mon Jul 24 15:05:31 2023
157. Buy ID: 634,       Sell ID: 646,   Price: 101.5,   Quantity: 25,   Timestamp: Mon Jul 24 15:05:31 2023
158. Buy ID: 636,       Sell ID: 647,   Price: 101.75,  Quantity: 75,   Timestamp: Mon Jul 24 15:05:31 2023
159. Buy ID: 638,       Sell ID: 651,   Price: 101,     Quantity: 25,   Timestamp: Mon Jul 24 15:05:31 2023
160. Buy ID: 641,       Sell ID: 652,   Price: 101.5,   Quantity: 50,   Timestamp: Mon Jul 24 15:05:31 2023
161. Buy ID: 645,       Sell ID: 652,   Price: 101.5,   Quantity: 25,   Timestamp: Mon Jul 24 15:05:31 2023
162. Buy ID: 647,       Sell ID: 654,   Price: 100.25,  Quantity: 75,   Timestamp: Mon Jul 24 15:05:31 2023
163. Buy ID: 646,       Sell ID: 657,   Price: 101.25,  Quantity: 25,   Timestamp: Mon Jul 24 15:05:31 2023
164. Buy ID: 644,       Sell ID: 657,   Price: 101.25,  Quantity: 25,   Timestamp: Mon Jul 24 15:05:31 2023
165. Buy ID: 652,       Sell ID: 662,   Price: 100.75,  Quantity: 25,   Timestamp: Mon Jul 24 15:05:31 2023
166. Buy ID: 662,       Sell ID: 677,   Price: 101.75,  Quantity: 25,   Timestamp: Mon Jul 24 15:05:32 2023
167. Buy ID: 684,       Sell ID: 703,   Price: 100.5,   Quantity: 25,   Timestamp: Mon Jul 24 15:05:32 2023
168. Buy ID: 685,       Sell ID: 702,   Price: 100.5,   Quantity: 50,   Timestamp: Mon Jul 24 15:05:32 2023
169. Buy ID: 688,       Sell ID: 704,   Price: 100,     Quantity: 50,   Timestamp: Mon Jul 24 15:05:32 2023
170. Buy ID: 699,       Sell ID: 716,   Price: 101.5,   Quantity: 25,   Timestamp: Mon Jul 24 15:05:33 2023
171. Buy ID: 703,       Sell ID: 718,   Price: 101.25,  Quantity: 50,   Timestamp: Mon Jul 24 15:05:33 2023
172. Buy ID: 713,       Sell ID: 731,   Price: 100,     Quantity: 25,   Timestamp: Mon Jul 24 15:05:33 2023
173. Buy ID: 713,       Sell ID: 730,   Price: 100,     Quantity: 50,   Timestamp: Mon Jul 24 15:05:33 2023
174. Buy ID: 715,       Sell ID: 736,   Price: 101.75,  Quantity: 25,   Timestamp: Mon Jul 24 15:05:33 2023
175. Buy ID: 719,       Sell ID: 740,   Price: 100.75,  Quantity: 25,   Timestamp: Mon Jul 24 15:05:34 2023
176. Buy ID: 724,       Sell ID: 744,   Price: 100,     Quantity: 75,   Timestamp: Mon Jul 24 15:05:34 2023
177. Buy ID: 730,       Sell ID: 747,   Price: 102,     Quantity: 25,   Timestamp: Mon Jul 24 15:05:34 2023
178. Buy ID: 734,       Sell ID: 749,   Price: 101,     Quantity: 75,   Timestamp: Mon Jul 24 15:05:34 2023
179. Buy ID: 739,       Sell ID: 757,   Price: 101.25,  Quantity: 25,   Timestamp: Mon Jul 24 15:05:34 2023
180. Buy ID: 744,       Sell ID: 761,   Price: 100,     Quantity: 25,   Timestamp: Mon Jul 24 15:05:34 2023
181. Buy ID: 746,       Sell ID: 763,   Price: 100.75,  Quantity: 100,  Timestamp: Mon Jul 24 15:05:34 2023
182. Buy ID: 751,       Sell ID: 770,   Price: 100.75,  Quantity: 75,   Timestamp: Mon Jul 24 15:05:35 2023
183. Buy ID: 752,       Sell ID: 769,   Price: 101.5,   Quantity: 100,  Timestamp: Mon Jul 24 15:05:35 2023
184. Buy ID: 751,       Sell ID: 768,   Price: 100.75,  Quantity: 25,   Timestamp: Mon Jul 24 15:05:35 2023
185. Buy ID: 756,       Sell ID: 772,   Price: 100.75,  Quantity: 50,   Timestamp: Mon Jul 24 15:05:35 2023
186. Buy ID: 760,       Sell ID: 776,   Price: 102,     Quantity: 50,   Timestamp: Mon Jul 24 15:05:35 2023
187. Buy ID: 763,       Sell ID: 783,   Price: 100.75,  Quantity: 25,   Timestamp: Mon Jul 24 15:05:35 2023
188. Buy ID: 767,       Sell ID: 790,   Price: 101.25,  Quantity: 50,   Timestamp: Mon Jul 24 15:05:35 2023
189. Buy ID: 769,       Sell ID: 793,   Price: 102,     Quantity: 25,   Timestamp: Mon Jul 24 15:05:35 2023
190. Buy ID: 770,       Sell ID: 793,   Price: 102,     Quantity: 50,   Timestamp: Mon Jul 24 15:05:35 2023
191. Buy ID: 778,       Sell ID: 798,   Price: 101.25,  Quantity: 75,   Timestamp: Mon Jul 24 15:05:35 2023
192. Buy ID: 785,       Sell ID: 808,   Price: 101.25,  Quantity: 25,   Timestamp: Mon Jul 24 15:05:36 2023
193. Buy ID: 787,       Sell ID: 810,   Price: 102,     Quantity: 25,   Timestamp: Mon Jul 24 15:05:36 2023
194. Buy ID: 798,       Sell ID: 821,   Price: 100,     Quantity: 75,   Timestamp: Mon Jul 24 15:05:36 2023
195. Buy ID: 799,       Sell ID: 822,   Price: 100.5,   Quantity: 75,   Timestamp: Mon Jul 24 15:05:36 2023
196. Buy ID: 809,       Sell ID: 826,   Price: 100.5,   Quantity: 75,   Timestamp: Mon Jul 24 15:05:36 2023
197. Buy ID: 811,       Sell ID: 825,   Price: 101.25,  Quantity: 25,   Timestamp: Mon Jul 24 15:05:36 2023
198. Buy ID: 810,       Sell ID: 830,   Price: 100.25,  Quantity: 100,  Timestamp: Mon Jul 24 15:05:36 2023
199. Buy ID: 812,       Sell ID: 831,   Price: 101.25,  Quantity: 50,   Timestamp: Mon Jul 24 15:05:36 2023
200. Buy ID: 819,       Sell ID: 834,   Price: 101.5,   Quantity: 75,   Timestamp: Mon Jul 24 15:05:37 2023
201. Buy ID: 821,       Sell ID: 835,   Price: 101.75,  Quantity: 25,   Timestamp: Mon Jul 24 15:05:37 2023
Total Trades = 201
Engine Profit = 0
202. Buy ID: 828,       Sell ID: 842,   Price: 101.75,  Quantity: 25,   Timestamp: Mon Jul 24 15:05:37 2023
203. Buy ID: 829,       Sell ID: 841,   Price: 100.5,   Quantity: 25,   Timestamp: Mon Jul 24 15:05:37 2023
204. Buy ID: 834,       Sell ID: 850,   Price: 101,     Quantity: 25,   Timestamp: Mon Jul 24 15:05:37 2023
205. Buy ID: 838,       Sell ID: 851,   Price: 101.25,  Quantity: 50,   Timestamp: Mon Jul 24 15:05:37 2023
206. Buy ID: 844,       Sell ID: 853,   Price: 101.25,  Quantity: 50,   Timestamp: Mon Jul 24 15:05:37 2023
207. Buy ID: 848,       Sell ID: 854,   Price: 101.5,   Quantity: 25,   Timestamp: Mon Jul 24 15:05:37 2023
208. Buy ID: 851,       Sell ID: 860,   Price: 100.25,  Quantity: 50,   Timestamp: Mon Jul 24 15:05:38 2023
209. Buy ID: 853,       Sell ID: 862,   Price: 101.25,  Quantity: 50,   Timestamp: Mon Jul 24 15:05:38 2023
210. Buy ID: 855,       Sell ID: 863,   Price: 101,     Quantity: 50,   Timestamp: Mon Jul 24 15:05:38 2023
211. Buy ID: 861,       Sell ID: 868,   Price: 100.25,  Quantity: 50,   Timestamp: Mon Jul 24 15:05:38 2023
212. Buy ID: 863,       Sell ID: 869,   Price: 101,     Quantity: 25,   Timestamp: Mon Jul 24 15:05:38 2023
213. Buy ID: 866,       Sell ID: 874,   Price: 101.75,  Quantity: 50,   Timestamp: Mon Jul 24 15:05:38 2023
214. Buy ID: 874,       Sell ID: 882,   Price: 101,     Quantity: 25,   Timestamp: Mon Jul 24 15:05:38 2023
215. Buy ID: 874,       Sell ID: 885,   Price: 101,     Quantity: 75,   Timestamp: Mon Jul 24 15:05:38 2023
216. Buy ID: 875,       Sell ID: 885,   Price: 101,     Quantity: 25,   Timestamp: Mon Jul 24 15:05:38 2023
217. Buy ID: 876,       Sell ID: 886,   Price: 100.25,  Quantity: 25,   Timestamp: Mon Jul 24 15:05:38 2023
